# k, dcdc13, dcdc13_EdS, dcTc13, dcTc13_EdS, dcdx13, dcdx13_EdS, dcTx13, dcTx13_EdS, dxdx13, dxdx13_EdS, PL_cc, TL_x, dcdx13_IR 
0.05 -234.72 -235.13 -360.72 -362.35 -214.9 -232.36 -307.44 -361.33 -195.1 -229.62 7315.7 0.98821 -352.28
0.052151 -247.83 -248.3 -377.26 -379.06 -226.5 -244.91 -321.19 -377.75 -205.26 -241.58 7053.1 0.98637 -368.81
0.054394 -262.46 -262.82 -395.6 -397.46 -239.4 -258.69 -336.41 -395.78 -216.54 -254.63 6815.7 0.98429 -386.88
0.056734 -277.95 -278.55 -415.33 -417.29 -253.03 -273.55 -352.71 -415.21 -228.44 -268.64 6594.3 0.98204 -406.29
0.059175 -294.87 -295.43 -436.41 -438.4 -267.75 -289.38 -370.15 -435.85 -241.12 -283.46 6384.1 0.97953 -426.79
0.06172 -312.87 -313.41 -458.61 -460.68 -283.27 -306.14 -388.4 -457.59 -254.36 -299.03 6180.7 0.97679 -448.28
0.064375 -331.41 -332 -481.03 -483.4 -299.06 -323.3 -406.87 -479.71 -267.65 -314.82 5975.3 0.97378 -470.04
0.067144 -350.26 -350.79 -503.69 -505.9 -314.95 -340.43 -425.42 -501.51 -280.87 -330.37 5760.4 0.97045 -491.32
0.070033 -368.51 -369.02 -524.61 -527.13 -329.99 -356.74 -442.33 -521.92 -293.07 -344.87 5529.4 0.96672 -511.07
0.073045 -385.21 -385.83 -543.69 -545.97 -343.28 -371.35 -457.4 -539.78 -303.39 -357.41 5276.1 0.96246 -528.07
0.076187 -400.11 -400.75 -559.31 -561.75 -354.61 -383.79 -469.53 -554.42 -311.67 -367.55 4999.5 0.95768 -541.71
0.079465 -412.37 -412.95 -571.04 -573.49 -363.25 -393.26 -478.19 -564.83 -317.32 -374.5 4700.3 0.95231 -550.95
0.082883 -421.51 -422.16 -578.33 -580.77 -368.8 -399.47 -483.02 -570.61 -320 -377.99 4383.5 0.94625 -555.39
0.086448 -427.68 -428.53 -581.44 -584.12 -371.28 -402.59 -484.05 -572.26 -319.61 -378.22 4059.4 0.93947 -555.53
0.090167 -432.08 -432.61 -581.99 -584.29 -371.97 -403.21 -482.95 -570.6 -317.51 -375.81 3738.6 0.93205 -552.18
0.094046 -436.03 -436.26 -581.72 -583.85 -371.78 -403.06 -480.83 -568.12 -314.28 -372.39 3439 0.92391 -547.76
0.098091 -440.33 -440.77 -582.37 -584.6 -371.67 -403.31 -479.44 -566.57 -311.04 -369.04 3169.8 0.91502 -543.95
0.10231 -447.19 -447.73 -586.2 -588.56 -373.18 -405.28 -480.35 -567.75 -308.74 -366.85 2937.4 0.90519 -542.47
0.10671 -459 -459.42 -596.28 -598.67 -378.15 -410.89 -486.02 -574.41 -308.83 -367.49 2749.8 0.89436 -545.87
0.1113 -476.47 -476.78 -613.74 -615.93 -387.09 -420.78 -497.19 -587.36 -311.74 -371.35 2603.5 0.88253 -554.82
0.11609 -498.79 -498.98 -637.01 -639.11 -399.12 -433.96 -512.7 -605.27 -316.57 -377.41 2486.1 0.86969 -567.94
0.12108 -524.52 -524.75 -664.49 -666.52 -412.76 -449.06 -530.7 -626.32 -321.98 -384.29 2385.6 0.85576 -583.41
0.12629 -550.81 -550.91 -691.88 -693.96 -425.52 -463.13 -547.98 -646.36 -325.83 -389.34 2285.4 0.84066 -597.28
0.13172 -572.69 -573.28 -713.76 -716.29 -433.63 -472.61 -560.07 -660.51 -325.44 -389.61 2170.2 0.82438 -605.1
0.13739 -588.12 -588.19 -727.07 -729.07 -435.8 -474.63 -564.7 -664.8 -320.1 -382.99 2032.2 0.80693 -603.35
0.1433 -593.06 -593.32 -727.48 -729.69 -429.09 -467.69 -558.54 -657.03 -307.74 -368.66 1871 0.78826 -590.34
0.14947 -590.66 -590.91 -719.1 -721.15 -416.49 -454 -544.91 -640.2 -291.12 -348.81 1700.8 0.76831 -569.06
0.1559 -584.71 -585.07 -706.81 -708.69 -400.92 -437.14 -527.86 -619.26 -272.53 -326.62 1537.5 0.74716 -544.19
0.1626 -583.5 -583.49 -699.98 -701.58 -388.2 -422.96 -514.6 -602.37 -256.08 -306.6 1400 0.72489 -522.98
0.1696 -591.15 -591.2 -704.16 -705.74 -380.6 -414.66 -508.51 -594.16 -242.99 -290.83 1295.2 0.70138 -509.29
0.17689 -608.55 -608.88 -720.04 -721.72 -378.27 -412.08 -509.84 -594.52 -233.21 -278.88 1218 0.67678 -502.8
0.1845 -633.82 -633.58 -744.6 -745.89 -379.24 -412.57 -515.93 -599.81 -225.1 -268.65 1157.7 0.65116 -500.18
0.19244 -657.18 -657.09 -766.91 -768.36 -377.52 -410.42 -518.77 -601.67 -215.2 -256.35 1096.6 0.6246 -494.43
0.20072 -670.28 -670.19 -777.46 -778.55 -368.55 -400.26 -512.11 -592.09 -201.13 -239.05 1021.8 0.59723 -479.2
0.20935 -670.05 -669.9 -772.11 -773.31 -351.53 -381.24 -494.1 -569.45 -183.11 -216.96 933.17 0.5691 -453.68
0.21835 -662.98 -662.63 -759.28 -760.15 -330.87 -358.12 -470.65 -540.42 -164 -193.55 843.4 0.54045 -423.63
0.22775 -658.73 -658.59 -749.95 -750.98 -311.66 -336.75 -448.97 -513.72 -146.52 -172.19 766.09 0.51133 -396.04
0.23754 -665.27 -664.87 -753.09 -753.7 -297.35 -320.51 -434.04 -494.52 -132.12 -154.51 706.85 0.48206 -374.79
0.24776 -682.47 -682.34 -768.33 -769.12 -287.16 -308.82 -424.89 -482.13 -120.17 -139.77 663.13 0.4526 -359.14
