# k, dcdc13, dcdc13_EdS, dcTc13, dcTc13_EdS, dcdx13, dcdx13_EdS, dcTx13, dcTx13_EdS, dxdx13, dxdx13_EdS, PL_cc, TL_x, dcdx13_IR 
0.1626 -463.44 -462.96 -533.98 -534.83 -454.9 -457.1 -525.64 -533.42 -445.88 -451.32 1161.2 0.98735 -547.97
0.1696 -460.88 -460.78 -527.6 -528.62 -451.77 -454.12 -519.01 -526.98 -442.27 -447.56 1054.7 0.98555 -540.53
0.17689 -467.07 -467.63 -531.48 -532.93 -456.43 -459.92 -522.13 -531 -445.42 -452.34 976.99 0.98352 -543.66
0.1845 -480.99 -480.45 -543.2 -543.94 -468.7 -471.43 -533.75 -541.63 -456.1 -462.57 916.25 0.98122 -553.41
0.19244 -489.76 -491.04 -550.15 -552.42 -475.87 -480.55 -539.82 -549.66 -461.77 -470.28 855.06 0.97863 -560.35
0.20072 -491.97 -491.81 -548.7 -549.96 -476.43 -479.86 -538.04 -546.75 -460.79 -468.2 782.42 0.9757 -556.01
0.20935 -480.23 -481.66 -533.04 -535.43 -463.37 -468.37 -522.05 -531.78 -446.54 -455.44 699.85 0.9724 -539.27
0.21835 -467.04 -467.07 -514.9 -516.24 -448.83 -452.45 -503.59 -512.13 -430.83 -438.28 620.09 0.9687 -517.76
0.22775 -455.82 -456.34 -499.97 -501.59 -435.96 -440.17 -488.44 -496.92 -416.47 -424.57 553.55 0.96456 -500.72
0.23754 -453.63 -454.04 -494.83 -496.39 -431.69 -435.83 -482.24 -491.01 -410.35 -418.35 503.37 0.9599 -492.96
0.24776 -458.52 -459.36 -497.64 -499.6 -433.99 -438.55 -483.88 -493.29 -410.35 -418.69 465.53 0.9547 -493.28
0.25842 -461.11 -462.15 -498.17 -500.08 -433.62 -438.54 -483.45 -492.74 -407.37 -416.14 428.08 0.94891 -490.59
0.26954 -456.13 -455.54 -489.9 -490.53 -425.89 -429.34 -474.29 -482.16 -397.28 -404.65 385.96 0.94249 -477.81
0.28113 -442.77 -442.15 -473.27 -473.86 -410.13 -413.56 -456.79 -464.48 -379.56 -386.82 342.6 0.93534 -457.95
0.29322 -431.67 -431.49 -459.39 -460.29 -396.16 -400.17 -441.99 -449.73 -363.27 -371.13 305.98 0.92741 -440.98
0.30584 -427.36 -427.88 -452.89 -454.36 -388.46 -393.08 -434.06 -442.3 -352.83 -361.11 277.51 0.91868 -431.13
0.31899 -426.98 -426.82 -450.43 -451.27 -383.92 -388.01 -429.77 -437.44 -344.95 -352.73 253.36 0.90907 -423.68
0.33272 -421.14 -421.04 -442.29 -443.21 -373.92 -378.31 -419.96 -427.55 -331.77 -339.92 228.67 0.89852 -411.27
0.34703 -409.82 -410.05 -428.93 -429.84 -359.21 -363.69 -404.8 -412.36 -314.68 -322.57 203.9 0.88693 -393.75
0.36196 -400.5 -400.48 -417.27 -418.07 -345.91 -350.14 -391.33 -398.53 -298.62 -306.13 182.26 0.8743 -377.55
0.37753 -395.38 -395.91 -410.43 -411.64 -336.16 -340.71 -381.92 -389.59 -285.7 -293.21 164.98 0.86058 -365.99
0.39377 -389.89 -390 -403.16 -403.87 -325.65 -329.83 -372.05 -379.13 -271.9 -278.94 148.87 0.84571 -352.97
0.41071 -380.88 -380.74 -392.18 -392.76 -311.88 -315.86 -358.71 -365.28 -255.31 -262.03 133.14 0.82959 -336.87
0.42837 -372.46 -372.35 -382.1 -382.61 -298.56 -302.45 -345.72 -352.12 -239.28 -245.67 119.24 0.81227 -321.45
0.4468 -365.91 -365.7 -374.09 -374.35 -286.53 -290.26 -334.44 -340.46 -224.35 -230.38 107.34 0.79371 -307.5
0.46602 -358.52 -358.31 -364.93 -365.41 -273.74 -277.3 -321.99 -327.95 -209.02 -214.61 96.357 0.77392 -292.87
0.48607 -350.76 -349.69 -355.34 -355.3 -260.43 -263.25 -308.95 -314.11 -193.38 -198.17 86.201 0.7528 -277.2
0.50697 -342.51 -342.37 -346.25 -346.59 -246.72 -250.09 -296 -301.31 -177.76 -182.68 77.366 0.73047 -262.6
0.52878 -334.8 -335.1 -337.15 -337.99 -233.39 -236.9 -282.93 -288.38 -162.74 -167.48 69.397 0.70695 -248.07
0.55153 -327.09 -326.94 -328.12 -328.58 -220.09 -223.07 -269.6 -274.56 -148.15 -152.2 62.083 0.68231 -232.98
0.57525 -319.91 -319.76 -319.9 -320.25 -207.1 -209.94 -256.85 -261.45 -134.13 -137.83 55.686 0.65654 -218.74
0.6 -313.51 -312.58 -312.27 -311.95 -194.77 -196.86 -244.46 -248.2 -121.06 -123.98 49.907 0.62979 -204.62
