# k, dcdc13, dcdc13_EdS, dcTc13, dcTc13_EdS, dcdx13, dcdx13_EdS, dcTx13, dcTx13_EdS, dxdx13, dxdx13_EdS, PL_cc, TL_x, dcdx13_IR 
0.05 -80.436 -80.719 -107.05 -109.5 -50.764 -59.569 -70.102 -95.742 -30.868 -43.961 3895.4 0.73798 -83.364
0.054473 -87.541 -87.91 -114.16 -116.62 -51.674 -60.627 -72.156 -98.065 -29.456 -41.812 3517.7 0.68965 -83.478
0.059347 -96.38 -96.615 -123.19 -125.33 -52.645 -61.53 -74.469 -100.41 -27.85 -39.186 3203.1 0.63685 -83.327
0.064656 -105.8 -105.92 -132.45 -134.43 -52.773 -61.464 -76.089 -101.49 -25.559 -35.666 2912.3 0.58028 -81.915
0.070441 -113.92 -114.2 -140.03 -141.89 -51.28 -59.505 -75.51 -99.673 -22.489 -31.006 2603.5 0.52108 -78.063
0.076742 -119.21 -119.35 -143.73 -145.26 -47.711 -54.972 -71.954 -93.596 -18.665 -25.319 2257.6 0.46058 -71.009
0.083608 -120.64 -120.36 -142.68 -143.62 -42.319 -48.183 -65.485 -83.533 -14.565 -19.289 1889.6 0.40033 -61.314
0.091088 -118.66 -118.54 -137.91 -138.81 -35.886 -40.523 -57.138 -71.627 -10.688 -13.852 1545.2 0.34184 -50.819
0.099237 -118.15 -117.87 -135.23 -135.56 -30.325 -33.788 -49.671 -60.91 -7.6932 -9.686 1276 0.28667 -41.774
0.10812 -123.29 -122.98 -138.78 -139.11 -26.421 -29.019 -44.485 -53.372 -5.6174 -6.8471 1106.9 0.23596 -35.398
0.11779 -135.28 -134.67 -149.98 -149.95 -23.76 -25.679 -41.136 -48.146 -4.1513 -4.8967 1007.5 0.19069 -30.916
0.12833 -147.32 -147.07 -161.21 -161.39 -20.829 -22.262 -37.036 -42.495 -2.9358 -3.3697 915.63 0.15137 -26.468
0.13981 -150.7 -150.64 -162.83 -163.1 -16.86 -17.786 -30.734 -34.516 -1.8836 -2.1001 780.85 0.11807 -20.899
0.15231 -145.65 -145.56 -155.44 -155.67 -12.678 -13.203 -23.621 -25.986 -1.1031 -1.1976 628.47 0.090706 -15.34
0.16594 -145.01 -145.07 -153.19 -153.39 -9.6615 -9.9554 -18.363 -19.829 -0.64382 -0.68319 522.06 0.068625 -11.443
0.18079 -156.56 -156.46 -163.66 -163.71 -7.8763 -8.027 -15.201 -16.136 -0.39639 -0.41181 469.7 0.051303 -9.1339
0.19696 -165.79 -165.53 -171.62 -171.51 -6.213 -6.2761 -12.16 -12.702 -0.23293 -0.23796 414.7 0.037915 -7.0725
0.21458 -161.25 -161.03 -165.48 -165.37 -4.452 -4.4707 -8.8174 -9.0885 -0.12296 -0.12412 336.74 0.027764 -4.9929
0.23378 -161.76 -161.7 -164.6 -164.7 -3.2618 -3.2647 -6.5272 -6.6523 -0.065787 -0.065911 282.48 0.020189 -3.6148
0.25469 -170.36 -170.68 -172.19 -172.55 -2.4898 -2.4877 -5.023 -5.0732 -0.036391 -0.036259 249.17 0.014575 -2.7327
0.27748 -168.73 -168.68 -169.42 -169.32 -1.7792 -1.7701 -3.613 -3.6067 -0.018757 -0.018575 205.89 0.010494 -1.9295
0.30231 -169.5 -169.5 -169.03 -169.06 -1.2829 -1.2743 -2.6247 -2.5922 -0.009708 -0.0095797 173.08 0.0075178 -1.3793
0.32935 -172.05 -172.58 -170.64 -171.11 -0.93225 -0.92773 -1.9175 -1.8826 -0.0050499 -0.0049871 147.53 0.0053756 -0.99751
0.35882 -170.6 -170.77 -168.27 -168.39 -0.66019 -0.65501 -1.3664 -1.3253 -0.0025537 -0.0025123 122.19 0.0038356 -0.69988
0.39092 -171.77 -172.22 -168.54 -168.96 -0.47377 -0.47033 -0.98549 -0.94864 -0.0013061 -0.0012845 103.22 0.0027311 -0.49963
0.42589 -170.72 -170.51 -166.78 -166.52 -0.3354 -0.33165 -0.7016 -0.66674 -0.00065865 -0.00064508 85.633 0.0019451 -0.3504
0.46399 -170.21 -170.14 -165.5 -165.45 -0.23781 -0.23515 -0.49935 -0.47118 -0.0003321 -0.00032499 71.642 0.0013821 -0.24719
0.5055 -168.66 -168.66 -163.42 -163.37 -0.1676 -0.16581 -0.35343 -0.33118 -0.00016647 -0.00016301 59.531 0.0009831 -0.17348
0.55073 -166.61 -166.74 -160.85 -160.94 -0.11765 -0.11644 -0.24896 -0.23186 -8.3029e-05 -8.1311e-05 49.357 0.00069832 -0.12129
0.6 -164.36 -164.72 -158.2 -158.48 -0.08245 -0.081699 -0.17499 -0.16222 -4.1337e-05 -4.052e-05 40.929 0.00049597 -0.084759
