# k, dcdc13, dcdc13_EdS, dcTc13, dcTc13_EdS, dcdx13, dcdx13_EdS, dcTx13, dcTx13_EdS, dxdx13, dxdx13_EdS, PL_cc, TL_x, dcdx13_IR 
0.26954 -284.7 -284.73 -294.1 -294.92 -104.87 -112.79 -160.51 -174.21 -38.387 -44.681 285.51 0.39614 -124.76
0.28113 -280.9 -280.99 -288.79 -289.75 -97.203 -103.24 -150.55 -160.23 -33.491 -37.935 257.9 0.36743 -113.71
0.29322 -275.45 -275.49 -282.09 -282.83 -89.396 -93.492 -140.13 -145.81 -28.939 -31.727 231.43 0.33936 -102.54
0.30584 -272.56 -272.7 -278.11 -278.8 -82.775 -85.099 -131.3 -133.4 -25.108 -26.556 209.75 0.31206 -92.958
0.31899 -273.61 -273.72 -277.85 -278.71 -77.546 -78.208 -124.6 -123.24 -21.968 -22.346 192.78 0.28572 -85.099
0.33272 -274.61 -274.96 -278.01 -278.89 -72.621 -71.614 -118.03 -113.46 -19.193 -18.653 177.33 0.26046 -77.633
0.34703 -272.5 -272.73 -274.86 -275.61 -67.01 -64.439 -110.3 -102.66 -16.447 -15.225 161.1 0.23627 -69.604
0.36196 -268.96 -268.72 -270.19 -270.58 -61.47 -57.397 -102.4 -91.955 -13.984 -12.26 145.4 0.2136 -61.784
0.37753 -266.95 -267.34 -267.31 -268.28 -56.566 -51.38 -95.509 -82.771 -11.879 -9.8745 132.54 0.19219 -55.124
0.39377 -266.83 -267.45 -266.59 -267.51 -52.469 -46.09 -89.618 -74.661 -10.157 -7.9429 121.49 0.17233 -49.291
0.41071 -265.71 -266.07 -264.68 -265.3 -48.357 -40.953 -83.636 -66.713 -8.5892 -6.3033 110.76 0.15392 -43.664
0.42837 -263.68 -263.53 -261.73 -261.97 -44.401 -36.055 -77.7 -59.067 -7.2125 -4.9328 100.54 0.13682 -38.329
0.4468 -261.87 -261.96 -259.2 -259.67 -40.761 -31.743 -72.196 -52.3 -6.0323 -3.8463 91.616 0.12117 -33.65
0.46602 -284.38 -260.95 -258.27 -257.95 -28.541 -27.917 -67.16 -46.26 -5.8055 -2.9866 83.662 0.10698 -29.514
0.48607 -259 -259.1 -255.16 -255.46 -34.425 -24.363 -62.355 -40.606 -4.1831 -2.2908 76.171 0.094028 -25.691
0.50697 -287.26 -257.27 -253.5 -253.01 -20.597 -21.167 -57.707 -35.483 -4.2524 -1.7416 69.341 0.082277 -22.266
0.52878 -255.95 -255.76 -250.91 -250.92 -28.99 -18.353 -53.668 -30.939 -2.8424 -1.3169 63.218 0.071758 -19.259
0.55153 -254.05 -253.86 -248.5 -248.48 -26.579 -15.886 -49.722 -26.927 -2.3307 -0.99417 57.549 0.06258 -16.634
0.57525 -252.38 -252.12 -246.15 -246.24 -24.403 -13.72 -46.073 -23.381 -1.9088 -0.74661 52.423 0.054418 -14.334
0.6 -250.38 -250.38 -243.98 -244.03 -22.378 -11.811 -42.631 -20.237 -1.5539 -0.55716 47.755 0.047173 -12.314
