# k, dcdc22, dcdc22_EdS, dcTc22, dcTc22_EdS, dcdx22, dcdx22_EdS, dcTx22, dcTx22_EdS, dxdx22, dxdx22_EdS, PL_cc, TL_x 
0.23754 392.41 395.43 350.42 351.41 212.8 191.58 237.61 235.97 116.27 92.821 361.88 0.4845
0.24776 387.66 390.96 346.35 347.57 197.75 177.85 223.84 223.21 101.73 80.904 333.93 0.4549
0.25842 383.2 386 342.5 343.3 183.03 164.18 210.01 210 88.227 69.828 310.38 0.42532
0.26954 379.03 382.52 338.83 340.36 168.67 151.54 196.11 197.59 75.81 60.032 285.51 0.39615
0.28113 374.83 378.46 335.19 336.89 154.56 139.01 182.08 184.78 64.412 51.058 257.9 0.3673
0.29322 370.31 374.04 331.21 333.25 140.85 126.9 168.15 172.02 54.18 43.056 231.43 0.33928
0.30584 365.3 368.22 326.9 328.27 127.5 114.85 154.16 158.7 45.021 35.824 209.75 0.31191
0.31899 360.37 363.33 322.65 324.1 114.81 103.78 140.55 146.14 37.016 29.641 192.78 0.28563
0.33272 355.6 358.74 318.54 320.17 102.86 93.353 127.5 133.94 30.118 24.293 177.33 0.26023
0.34703 351.23 353.67 314.7 315.93 91.745 83.581 115.06 122.16 24.257 19.752 161.1 0.23632
0.36196 346.43 349.31 310.62 312.26 81.297 74.592 103.14 110.99 19.307 15.928 145.4 0.21354
0.37753 341.67 344.25 306.56 308.1 71.662 66.175 91.919 100.25 15.205 12.721 132.54 0.19223
0.39377 336.92 339.21 302.49 303.78 62.847 58.395 81.457 89.968 11.852 10.053 121.49 0.17215
0.41071 332.56 334.76 298.8 300.13 54.902 51.462 71.885 80.613 9.1562 7.9112 110.76 0.15373
0.42837 328.1 330.13 295.05 296.25 47.722 45.117 63.081 71.792 7.0052 6.166 100.54 0.13667
0.4468 323.64 325.16 291.29 292.11 41.289 39.356 55.096 63.58 5.3106 4.7635 91.616 0.12104
0.46602 319.31 321.22 287.62 288.82 35.578 34.318 47.933 56.237 3.9921 3.6665 83.662 0.10684
0.48607 315.03 316.13 284.05 284.64 30.542 29.666 41.539 49.292 2.9785 2.7839 76.171 0.093841
0.50697 310.81 312.52 280.57 281.69 26.128 25.706 35.874 43.256 2.2067 2.1144 69.341 0.082253
0.52878 306.65 308.02 277.1 277.95 22.277 22.145 30.895 37.714 1.6241 1.5921 63.218 0.071896
0.55153 302.53 303.59 273.66 274.29 18.938 18.994 26.534 32.713 1.1884 1.1883 57.549 0.062563
0.57525 298.5 299.6 270.27 270.99 16.059 16.259 22.737 28.294 0.86538 0.88231 52.423 0.054267
0.6 294.36 295.69 266.82 267.69 13.579 13.909 19.435 24.429 0.62688 0.65429 47.755 0.04704
