# k, dcdc22, dcdc22_EdS, dcTc22, dcTc22_EdS, dcdx22, dcdx22_EdS, dcTx22, dcTx22_EdS, dxdx22, dxdx22_EdS, PL_cc, TL_x 
0.05 188.04 187.93 155.56 155.49 185.95 185.71 155.3 155.05 183.99 183.52 7315.7 0.98821
0.052151 202.88 202.93 168.43 168.45 200.35 200.17 168.09 167.87 197.99 197.44 7053.1 0.98637
0.054394 218.99 218.83 182.32 182.25 215.96 215.39 181.89 181.48 213.12 212.01 6815.7 0.98429
0.056734 235.77 235.65 196.93 196.77 232.12 231.42 196.38 195.79 228.72 227.26 6594.3 0.98204
0.059175 253.34 253.37 212.2 212.15 248.96 248.18 211.53 210.92 244.88 243.1 6384.1 0.97953
0.06172 272.18 272.04 228.58 228.43 266.95 265.72 227.7 226.9 262.08 259.56 6180.7 0.97679
0.064375 291.52 291.71 245.46 245.51 285.23 284.07 244.34 243.64 279.38 276.62 5975.3 0.97378
0.067144 312.39 312.42 263.67 263.6 304.89 303.19 262.23 261.32 297.92 294.23 5760.4 0.97045
0.070033 334.1 334.11 282.69 282.59 325.2 322.99 280.9 279.8 316.95 312.24 5529.4 0.96672
0.073045 356.72 356.79 302.57 302.43 346.17 343.4 300.29 299 336.41 330.51 5276.1 0.96246
0.076187 379.77 380.23 322.93 323.13 367.32 364.14 320.02 318.91 355.84 348.73 4999.5 0.95768
0.079465 404.57 404.42 344.72 344.5 389.75 385.13 340.92 339.31 376.09 366.76 4700.3 0.95231
0.082883 428.93 428.97 366.41 366.32 411.24 405.92 361.84 359.91 395.01 384.1 4383.5 0.94625
0.086448 453.37 453.52 388.29 388.36 432.21 426.07 382.64 380.47 412.85 400.28 4059.4 0.93947
0.090167 477.82 477.88 410.53 410.52 452.81 445.4 403.63 400.9 430.04 415.14 3738.6 0.93205
0.094046 501.24 501.65 431.86 432.15 471.92 463.48 423.45 420.51 445.38 428.21 3439 0.92391
0.098091 524.22 525.02 453.29 453.53 490.09 480.4 443.01 439.53 459.4 439.58 3169.8 0.91502
0.10231 546.74 547.2 473.93 474.09 506.98 495.32 461.32 457.33 471.48 448.35 2937.4 0.90519
0.10671 568.43 569.07 494.34 494.5 522.4 508.95 479.21 474.46 481.68 455.19 2749.8 0.89436
