# k, dcdc22, dcdc22_EdS, dcTc22, dcTc22_EdS, dcdx22, dcdx22_EdS, dcTx22, dcTx22_EdS, dxdx22, dxdx22_EdS, PL_cc, TL_x 
0.1433 702.72 704.84 621.85 622.86 698.62 698.88 621.2 621.84 694.49 692.98 1673 0.99155
0.14947 712.56 715.3 632.13 633.57 707.95 708.38 631.31 632.35 703.13 701.53 1481.4 0.99032
0.1559 720.08 723.18 640.57 642.07 714.65 715.18 639.58 640.62 709.16 707.26 1304.6 0.98893
0.1626 727.51 726.51 647.25 646.81 721.23 717.33 646.07 645.1 714.89 708.26 1161.2 0.98735
0.1696 721.75 726.31 646.31 648.75 714.77 715.82 644.86 646.74 707.53 705.48 1054.7 0.98555
0.17689 724.63 725.48 649.98 649.51 716.57 713.53 648.25 647.15 708.28 701.76 976.99 0.98352
0.1845 724.85 723.38 652.36 649.46 715.58 709.79 650.32 646.7 706.29 696.46 916.25 0.98122
0.19244 720.46 721.61 648.91 649.16 709.88 706.19 646.52 645.92 699.31 691.1 855.06 0.97863
0.20072 714.68 717.65 646.11 647.25 702.79 700.21 643.25 643.47 690.74 683.19 782.42 0.9757
0.20935 711.47 714.09 644.95 645.2 697.93 694.38 641.58 640.79 684.28 675.21 699.85 0.9724
0.21835 706.8 708.43 639.95 641.48 691.4 686.26 636.05 636.37 675.96 664.78 620.09 0.9687
0.22775 696.75 699.81 634.23 635.3 679.46 675 629.64 629.39 662.22 651.08 553.55 0.96456
0.23754 690 690.42 630.02 628.25 670.48 662.73 624.65 621.43 651.12 636.16 503.37 0.9599
0.24776 677.23 679.4 619.1 619.48 655.4 648.63 612.91 611.66 633.88 619.25 465.53 0.9547
0.25842 668.76 669.85 612.97 611.92 644.21 635.63 605.79 602.93 620.15 603.16 428.08 0.94891
0.26954 657.14 658.56 602.74 602.97 629.69 620.69 594.5 592.68 602.97 584.99 385.96 0.94249
0.28113 647.71 647.67 594.89 593.66 616.96 605.79 585.37 581.91 587.25 566.62 342.6 0.93534
0.29322 631.11 634.53 581.64 582.86 597.18 588.47 570.74 569.49 564.67 545.75 305.98 0.92741
0.30584 619.44 620.28 571.54 570.72 581.71 569.83 559.08 555.57 545.89 523.49 277.51 0.91868
0.31899 605.55 606.59 559.81 558.98 563.84 551.43 545.55 541.85 524.63 501.29 253.36 0.90907
0.33272 592.15 592.76 547.94 546.97 546.06 532.6 531.75 527.65 503.22 478.55 228.67 0.89852
0.34703 578.51 578.16 535.98 534.3 527.86 512.78 517.58 512.56 481.33 454.8 203.9 0.88693
0.36196 561.25 563.5 521.44 521.45 505.97 492.67 500.66 497.09 455.87 430.74 182.26 0.8743
0.37753 546.41 549.16 508.47 508.79 485.96 472.59 485.02 481.53 431.99 406.71 164.98 0.86058
0.39377 532.31 534.1 495.71 495.56 466.57 451.7 469.35 465.2 408.78 382.01 148.87 0.84571
0.41071 517.89 519.17 482.68 482 446.53 430.7 453.16 448.28 384.89 357.3 133.14 0.82959
0.42837 503.25 504.3 469.42 468.55 425.84 409.63 436.41 431.21 360.31 332.73 119.24 0.81227
0.4468 486.3 489.99 454.19 455.61 402.95 388.91 417.54 414.37 333.94 308.69 107.34 0.79371
0.46602 471.63 475.11 440.9 442.06 382.12 367.69 400.25 396.73 309.73 284.57 96.357 0.77392
0.48607 459.53 460.53 429.5 428.78 363.12 346.69 384.39 379.08 287.16 260.99 86.201 0.7528
0.50697 443.18 446.63 414.65 415.9 340.65 326.24 365.11 361.56 262.12 238.31 77.366 0.73047
0.52878 429.9 432.62 402.51 403.03 320.57 305.84 348.08 343.87 239.41 216.21 69.397 0.70695
0.55153 416.48 419.49 389.62 390.9 300.4 286.23 330.15 326.63 217.11 195.29 62.083 0.68231
0.57525 404.26 406.04 378.16 378.39 281.22 266.58 313.22 308.91 196.12 175.02 55.686 0.65654
0.6 390.36 393.02 365.58 366.32 261.11 247.52 295.16 291.46 175.18 155.89 49.907 0.62979
