# k, 1lcc, 1lcc_EdS, 1lcx, 1lcx_EdS, PL_cc, TL_x 
0.04999999999999999 0.688324131678032 0.6309145168010623 0.42452590545405244 0.47628567968702906 2538.0802223663754 0.8
0.05413183669370272 1.1305794714275104 1.0583167322074387 0.36013076008510136 0.27287776350996124 2348.450961413199 0.7802622227209001
0.05860511487667399 1.195631135208814 1.146907244248949 -0.14991347022560655 -0.32619971385716495 2193.329958633199 0.7591629540615372
0.0634480501583961 1.1813811463109765 1.149539160471856 -0.8844897770828467 -1.1538790535449048 2050.408141670133 0.7367213339823777
0.06869118979416315 1.5118928927939248 1.5420601148033193 -1.4804879142130654 -1.863846250763331 1897.0434095569608 0.7129791764358999
0.07436760536467557 2.9003981733926008 2.979178317211413 -1.470528302461064 -1.9975466532957302 1716.3091652465355 0.6880026974159161
0.08051310137804694 5.914229872810039 5.980770117398578 -0.4599572746182255 -1.2329961117836545 1503.6414652768624 0.6618834864621389
0.0871664411099994 10.231202926389873 10.452125385298402 1.3395530336744685 0.3522246188582462 1276.704702693699 0.634738544248114
0.09436959110675487 14.833220396493871 15.035161202936367 3.0165113404774275 1.7904199182118739 1068.8621685929493 0.6067092520301193
0.10216798589284706 17.995199183853526 18.291531469677782 3.4432329540269455 2.0840398920918406 908.3494603108912 0.5779592035294546
0.11061081455352244 18.41190108664541 18.753693650961957 1.6293319926847711 0.2615453904553771 807.0862763799507 0.5486709120276623
0.11975133099937425 16.38308476724544 16.718873178700843 -1.8725047941126274 -3.4063736763271817 746.2535908404844 0.519041497267973
0.12964718987023333 14.58333280015501 14.937791050039593 -5.739124492654234 -7.11889423785706 686.965928996537 0.48927754758432945
0.14036081019705884 16.26697961766336 16.733794293677875 -7.313731935286862 -8.518801135593522 598.2060233829357 0.4595894307018299
0.15195976911565984 21.436141087169787 21.916086399143502 -6.231984293485793 -7.76127035545581 491.16309213244296 0.4301853808937015
0.1645172281156334 24.877732524334178 25.360177036273402 -6.599085172406156 -8.105046292005628 406.92078914633436 0.4012657126330835
0.1781123945131221 23.245950341150717 23.661726621072358 -9.975239055375514 -11.662252669039482 361.2808493756812 0.3730174981469292
0.1928310210581735 19.93121089804132 20.4530313583703 -15.404425661000515 -16.290433302193602 328.9907131066568 0.3456100002954039
0.20876594682802005 21.680111352833332 22.230401992226742 -16.448921508611054 -17.72617466500294 279.08982132995476 0.319191079812992
0.2260176828180121 25.076070783264406 25.561438027891448 -16.636303427680478 -17.94338370053673 228.92994550844793 0.2938847075055621
0.24469504592387467 23.318158432140038 23.77446982750453 -19.61568121801945 -21.041936109774266 199.77299940615663 0.2697896193053442
0.2649158453141854 21.338198022466056 21.80835811249628 -22.972674086975196 -24.27800778266993 175.19538633769756 0.2469790662646573
0.2868076255224339 23.370164926487494 23.756345572955958 -23.73185773362396 -24.84425008387588 145.08118798964549 0.22550154131900288
0.31050847094578077 22.196005372741396 22.565571313970423 -26.22162735695996 -27.00273236645065 124.35516813140208 0.20538231523422573
0.3361678768249668 21.060882046344002 21.374091465302648 -27.64327739946125 -29.003000560902045 106.57176520393986 0.18662558719731395
0.36394769219915746 21.313109453380076 21.598405073636226 -28.913749155787414 -29.861175254379113 89.21995451736497 0.16921704949490834
0.39402314078349554 19.733943606797702 20.03613209714029 -30.31607704073996 -31.550063292692098 76.26531893289891 0.15312667690166107
0.42658392620864033 19.426932841409545 19.68000014086613 -31.382762368588818 -32.26983891478942 63.99153507423527 0.13831157486846143
0.461835428593693 18.16916488334599 18.41392714677241 -32.53996729683129 -33.30598876804488 54.22075635436678 0.12471875126736438
0.5 17.488788540714044 17.670215449370566 -33.22876309178136 -33.820589892387865 45.51489387838608 0.11228770976294224
