# k, 1lcc, 1lcc_EdS, 1lcx, 1lcx_EdS, PL_cc, TL_x 
0.04999999999999999 1.8363285087511143 1.3777746051662576 1.0756345174668172 2.8430015676295435 3235.607089315784 0.9696969696969697
0.05413183669370272 2.662839659530628 2.343000850599798 1.9862454034399248 3.750766725816831 2990.07782388316 0.9659945265905945
0.05860511487667399 3.022874866744138 2.6768309391882528 2.41865104030371 4.024028302683884 2790.4910632923593 0.9618575102767083
0.0634480501583961 3.2001993100288297 2.8315791820790523 2.635232697183625 4.085526177282793 2607.1926347729504 0.9572394743699718
0.06869118979416315 3.8720269419599784 3.6639903929495032 3.2683298077171754 4.724039363166047 2409.499960870927 0.9520901673946932
0.07436760536467557 6.378005405699213 6.110267502667261 5.635365506826655 6.772195200150031 2174.563735742636 0.9463555210327056
0.08051310137804694 11.396617070399204 11.136847601951978 10.25238773511704 11.097167801125863 1897.9352514981986 0.939977730318282
0.0871664411099994 18.55591986942943 18.28022721823235 16.79078249291928 17.221593780586907 1604.2479802935186 0.9328954509009617
0.09436959110675487 25.951940137775647 25.878474514784646 23.376827738586258 23.5865663539492 1336.423638828809 0.925044141585915
0.10216798589284706 31.043795504986285 30.968078074161912 27.607908842776244 27.489430003806966 1129.6090640495454 0.9163565828450307
0.11061081455352244 31.85040777544129 31.88533093754846 27.72572101888413 27.444315604346023 996.9647314903364 0.9067636033844084
0.11975133099937425 28.848628986537765 29.096285502313528 24.19232976296396 23.939130853271045 914.5941088067977 0.8961950465404203
0.12964718987023333 26.226626517008782 26.287760614346485 20.90297147698401 20.313838960570994 835.295611939873 0.8845810055225073
0.14036081019705884 28.85387982153934 28.978447512969865 22.337785600435726 21.45898025346665 722.0420296750705 0.871853350507634
0.15195976911565984 36.22503721588193 36.513315826706474 27.720110438725616 26.71175423619819 588.3927044200822 0.8579475604865405
0.1645172281156334 41.106632951757845 41.32514006094557 30.794191229831892 29.380508016002906 483.50216054927813 0.8428048578353063
0.1781123945131221 38.33962186079055 38.65603077128232 26.84532833639018 25.37608654284484 425.63242835698213 0.8263746233739643
0.1928310210581735 33.12811353633424 33.40970825969571 20.626030949540112 19.07668205621959 384.35787919034374 0.8086170441910557
0.20876594682802005 35.12599052332853 35.485756527216225 20.52254474741054 18.9660894596486 323.39808817871057 0.789505916487407
0.2260176828180121 39.255476423527284 39.7622315994747 22.45997066018383 20.635991584601513 263.14222557766794 0.7690314927920974
0.24469504592387467 36.2869369915607 36.75893479588919 18.109611374343928 16.109812455114948 227.64058901216396 0.7472032298908747
0.2649158453141854 32.89668401389971 33.35950981328424 12.952604111395656 11.227718721380132 197.99653196560408 0.7240522645462149
0.2868076255224339 35.00581113808817 35.507034360250046 12.763463118644259 10.900296994528627 162.64970674423174 0.6996334233251852
0.31050847094578077 32.712499456529955 33.260417206297355 8.965004098259286 7.036784782623774 138.30088230198277 0.6740265657098151
0.3361678768249668 30.48447140231961 30.986294838245595 4.893619320226216 3.2021629518760837 117.6153308359701 0.64733707084771
0.36394769219915746 30.247070454251613 30.779716823858184 2.922068925499532 1.0265872930788134 97.72647749480974 0.619695311076227
0.39402314078349554 27.615212557946283 28.11861696274834 -0.9914774219215724 -2.9520332950703 82.93599118342485 0.5912550104990523
0.42658392620864033 26.670656339516064 27.19222204863051 -4.047424748041416 -5.484480440781298 69.10764853357365 0.5621904618582224
0.461835428593693 24.483426878299507 25.042821936466694 -7.576796925414418 -8.822201866489698 58.17416893555925 0.5326926635170156
0.5 23.186441003932863 23.625914471897378 -10.121839232123188 -11.449736346686981 48.52685313421095 0.5029645310882755
