# k, 1ldd, 1ldd_EdS, 1ldT, 1ldT_EdS, PL 
0.04999999999999999 1.300275429876392 0.8069165575913162 -28.49327703351487 -29.498537344948637 3235.607089315784
0.05413183669370272 2.235811542500313 1.812054855321321 -28.831572335625943 -29.899597633223657 2990.07782388316
0.05860511487667399 2.6441776242755948 2.0752538129761398 -30.052375168948327 -31.271488730877337 2790.4910632923593
0.0634480501583961 2.70893499634735 2.1474971796306583 -31.63642035325323 -32.96220854202789 2607.1926347729504
0.06869118979416315 3.2663076357890377 2.8681610886415463 -32.45757807827791 -33.75966053714818 2409.499960870927
0.07436760536467557 5.510051202706996 5.387711231934134 -30.97002577774558 -32.132496945490246 2174.563735742636
0.08051310137804694 10.605760527503705 10.315387462350584 -25.874601290276736 -27.067990420308703 1897.9352514981986
0.0871664411099994 17.781175507803674 17.615425868009076 -17.689016825837093 -18.7762995914588 1604.2479802935186
0.09436959110675487 25.078981776323403 25.122408060466125 -8.864560187369676 -9.742506986528964 1336.423638828809
0.10216798589284706 30.29263206159925 30.238856368803553 -2.4104581339629254 -3.265634023872986 1129.6090640495454
0.11061081455352244 31.149148694259477 31.10443812927156 -0.8436730576592024 -1.8645845483585206 996.9647314903364
0.11975133099937425 27.97237570226733 28.09676785002676 -4.2213298403397905 -5.023874613411548 914.5941088067977
0.12964718987023333 25.52909099841239 25.488359580372986 -6.839844085730503 -7.8183324017087195 835.295611939873
0.14036081019705884 27.766941049871644 28.02793913279647 -3.6046704969105714 -4.30779349825622 722.0420296750705
0.15195976911565984 35.35777296404572 35.63929863901935 6.052672877916517 5.428536657923499 588.3927044200822
0.1645172281156334 40.286546630730385 40.536823091702225 12.875881397964129 12.400213307639165 483.50216054927813
0.1781123945131221 37.54461188972718 37.72379664209054 11.17197245524702 10.644494419965278 425.63242835698213
0.1928310210581735 32.28751703983825 32.43749986558134 6.533974928985749 5.97150856162872 384.35787919034374
0.20876594682802005 34.334782312938195 34.604406090763554 10.028461422399834 9.674231870801652 323.39808817871057
0.2260176828180121 38.46490510987183 38.78754685674343 16.052052745260045 15.90971465573863 263.14222557766794
0.24469504592387467 35.4543348131662 35.849191070344176 14.347642716306725 14.267303561223473 227.64058901216396
0.2649158453141854 31.955618792634212 32.42211647691889 12.00879494453108 11.984866339939353 197.99653196560408
0.2868076255224339 33.975053847763746 34.65847182052627 15.689230122304757 15.905805442438714 162.64970674423174
0.31050847094578077 31.96854317714906 32.34054161776823 14.846822293191174 14.975729427336201 138.30088230198277
0.3361678768249668 29.78351398814447 30.109167103948593 13.894996484387546 14.00645362695337 117.6153308359701
0.36394769219915746 29.480741791531678 29.910994571848594 14.906666828230605 15.18713305019935 97.72647749480974
0.39402314078349554 26.82741295659901 27.311845403870322 13.391541218418922 13.736956491073961 82.93599118342485
0.42658392620864033 25.970376056471 26.330786310574254 13.673708387064732 13.981708883005632 69.10764853357365
0.461835428593693 23.73817616116201 24.1738011343546 12.514889087283187 12.908038024987256 58.17416893555925
0.5 22.38729384150777 22.885409622065207 12.121361366847282 12.651574113711298 48.52685313421095
