# k, dcdc22, dcdc22_EdS, dcTc22, dcTc22_EdS, dcdx22, dcdx22_EdS, dcTx22, dcTx22_EdS, dxdx22, dxdx22_EdS, PL_cc, TL_x 
0.05 136.67 136.6 114.4 114 124.45 123.2 110.75 112.51 113.62 111.11 5505.6 0.90189
0.052151 145.55 145.34 122.19 121.68 131.78 130.31 117.96 119.9 119.63 116.83 5282.6 0.89659
0.054394 154.79 154.57 130.35 129.72 139.34 137.73 125.49 127.6 125.78 122.72 5084.8 0.89104
0.056734 164.42 164.3 138.79 138.23 147.05 145.44 133.17 135.72 131.88 128.75 4902.1 0.88523
0.059175 174.53 174.28 147.65 146.97 155.06 153.22 141.19 144 138.15 134.7 4729.3 0.87915
0.06172 185.1 184.88 156.93 156.33 163.28 161.36 149.49 152.81 144.44 140.83 4561 0.87277
0.064375 196.08 196.01 166.56 165.98 171.73 169.77 158.08 161.85 150.81 147.04 4389.4 0.86612
0.067144 207.54 207.56 176.63 176.03 180.36 178.33 166.92 171.18 157.16 153.22 4208.1 0.85919
0.070033 219.46 219.1 187.11 186.18 189.22 186.66 176.06 180.51 163.58 159.03 4011.5 0.85195
0.073045 231.62 231.52 197.82 197.1 198.12 195.49 185.08 190.46 169.91 165.07 3795.9 0.84438
0.076187 244.09 243.97 208.86 207.98 206.87 204.07 194.57 200.26 175.79 170.7 3561.9 0.83647
0.079465 256.38 256.31 219.82 218.97 215.27 212.27 203.6 210 181.21 175.81 3311.9 0.82821
0.082883 268.62 268.43 230.75 229.73 223.22 220.01 212.49 219.39 185.97 180.33 3052.8 0.81963
0.086448 280.4 280.22 241.42 240.35 230.54 227.17 220.86 228.47 190.02 184.17 2793.6 0.8107
0.090167 291.51 291.62 251.59 250.72 236.95 233.73 228.4 237.15 193.09 187.34 2543.7 0.8015
0.094046 301.92 301.65 261.16 259.95 242.58 238.92 235.45 244.6 195.4 189.23 2318.1 0.79204
0.098091 311.56 311.44 270.16 268.92 247.1 243.64 241.25 251.63 196.48 190.6 2121.9 0.7823
0.10231 320.54 320.4 278.65 277.39 251.01 247.44 247.53 258.02 197.06 191.1 1958.3 0.77229
0.10671 328.93 329.45 286.65 285.88 253.98 251.03 252.66 264.24 196.61 191.28 1831.1 0.76198
0.1113 337.36 337.6 294.59 293.62 256.64 253.66 257.46 269.57 195.75 190.59 1735.2 0.75136
0.11609 345.85 345.72 302.57 301.2 259.13 255.97 262.15 274.52 194.69 189.52 1658.6 0.7404
0.12108 354.47 354.33 310.68 309.27 260.92 258.34 265.63 279.69 192.57 188.36 1590.6 0.72911
0.12629 363.62 363.64 319.19 317.95 263.16 260.9 269.53 285.15 190.97 187.19 1517.2 0.71749
0.13172 372.72 372.97 327.63 326.52 264.88 263.18 273.04 290.27 188.74 185.71 1428.8 0.70564
0.13739 381.78 382.35 336 335.12 266.07 265.16 276.43 295.14 185.89 183.89 1322.1 0.69351
0.1433 389.99 390.23 343.7 342.53 266.47 265.78 279 298.68 182.54 181.02 1200.7 0.68109
0.14947 396.92 397.3 350.34 349.39 265.59 265.55 280.41 301.46 178.15 177.5 1077.7 0.6684
0.1559 402.55 402.33 355.91 354.33 263.6 263.71 280.51 302.33 173.04 172.85 965.59 0.65545
