# k, dcdc22, dcdc22_EdS, dcTc22, dcTc22_EdS, dcdx22, dcdx22_EdS, dcTx22, dcTx22_EdS, dxdx22, dxdx22_EdS, PL_cc, TL_x 
0.28113 431.49 431.82 389.13 388.16 185.55 197.07 221.57 261.46 79.982 89.937 306.83 0.45637
0.29322 428.95 430.54 387.33 387.47 177.42 190.13 213.52 254.89 73.557 83.966 278.98 0.44162
0.30584 427.08 428.48 386.4 386.17 169.74 182.92 206.07 247.86 67.618 78.091 257.49 0.42691
0.31899 424.19 426.07 384.25 384.53 161.75 175.66 197.92 240.56 61.813 72.423 238.28 0.41228
0.33272 422.65 423.73 382.81 382.91 154.36 168.51 190.26 233.2 56.504 67.017 217.57 0.3977
0.34703 419.74 420.58 380.82 380.48 146.69 161.21 182.15 225.38 51.374 61.792 196.93 0.3833
0.36196 417.27 417.5 378.89 378.3 139.33 154.06 174.4 217.69 46.624 56.847 179.23 0.369
0.37753 413.35 414.6 375.76 376.06 131.7 147.13 166.12 209.99 42.049 52.212 164.76 0.35487
0.39377 409.92 410.24 373.35 372.6 124.53 139.86 158.28 201.67 37.907 47.684 150.69 0.34093
0.41071 405.57 406.48 369.8 369.74 117.28 132.98 150.15 193.75 33.98 43.506 136.8 0.32716
0.42837 401.75 402.03 366.8 366.14 110.46 126.08 142.37 185.53 30.426 39.539 124.55 0.3136
0.4468 397.86 397.98 363.52 362.78 103.84 119.52 134.8 177.58 27.148 35.894 113.85 0.30032
0.46602 392.95 392.99 359.42 358.71 97.232 112.89 127.1 169.41 24.1 32.431 103.69 0.28727
0.48607 388.04 388.5 355.24 355.05 90.927 106.63 119.61 161.56 21.341 29.264 94.201 0.27445
0.50697 383.37 384.19 351.46 351.51 84.98 100.63 112.49 153.92 18.865 26.359 85.857 0.26194
0.52878 378.57 379.08 347.57 347.27 79.287 94.679 105.57 146.18 16.628 23.647 78.141 0.24976
0.55153 373.2 373.96 342.93 342.97 73.74 88.969 98.765 138.62 14.589 21.167 70.958 0.23791
0.57525 368.06 368.5 338.54 338.36 68.539 83.418 92.255 131.15 12.778 18.883 64.579 0.22637
0.6 363.16 363.06 334.44 333.74 63.655 78.111 86.156 123.9 11.17 16.805 58.702 0.21514
