# k, dcdc13, dcdc13_EdS, dcTc13, dcTc13_EdS, dcdx13, dcdx13_EdS, dcTx13, dcTx13_EdS, dxdx13, dxdx13_EdS, PL_cc, TL_x, dcdx13_IR 
0.10231 -251.35 -252.24 -306.91 -311.03 -216.73 -229.02 -268.39 -301.8 -185.58 -207.94 2033.1 0.90795 -293.37
0.10671 -252.61 -253.51 -305.66 -309.74 -215.03 -227.49 -265.88 -299.13 -181.79 -204.13 1862.9 0.89734 -289.04
0.1113 -256.91 -257.75 -308.09 -312.07 -215.6 -228.27 -266.39 -299.72 -179.74 -202.16 1727.1 0.88564 -287.72
0.11609 -263.85 -264.61 -313.65 -317.55 -218.04 -230.99 -269.38 -303.09 -179.02 -201.64 1617 0.87295 -288.87
0.12108 -272.97 -273.62 -321.69 -325.5 -221.76 -235.07 -274.21 -308.47 -179.04 -201.95 1525.4 0.8591 -291.71
0.12629 -282.97 -283.64 -330.71 -334.52 -225.65 -239.44 -279.52 -314.48 -178.86 -202.13 1442.3 0.84418 -294.88
0.13172 -291.63 -292.19 -338.02 -341.71 -227.88 -241.93 -282.97 -318.29 -177.04 -200.31 1355.8 0.82799 -295.75
0.13739 -296.8 -297.31 -341.25 -344.82 -226.86 -241 -282.7 -317.87 -172.45 -195.36 1259 0.81061 -292.48
0.1433 -297.02 -297.37 -338.76 -342.08 -221.61 -235.51 -277.31 -311.66 -164.46 -186.52 1149.2 0.79198 -283.79
0.14947 -292.4 -292.79 -330.98 -334.12 -212.51 -226.07 -267.33 -300.41 -153.67 -174.55 1032.9 0.77211 -270.53
0.1559 -285.05 -285.29 -320.21 -323.01 -201.34 -214.24 -254.81 -286.12 -141.52 -160.88 918.93 0.75094 -254.65
0.1626 -278.45 -278.53 -310.44 -312.94 -190.69 -202.95 -243.03 -272.63 -130 -147.88 819.29 0.72864 -239.65
0.1696 -275.48 -275.53 -304.93 -307.23 -182.47 -194.28 -234.37 -262.71 -120.34 -136.99 740.18 0.7051 -227.94
0.17689 -277.33 -277.29 -304.8 -306.91 -177.18 -188.67 -229.53 -257.03 -112.74 -128.37 680.53 0.6804 -219.99
0.1845 -283.78 -283.6 -309.7 -311.62 -174.39 -185.67 -228.05 -255.03 -106.77 -121.56 635.94 0.65469 -215.18
0.19244 -291.52 -291.3 -316.02 -317.83 -171.82 -182.94 -226.93 -253.54 -100.92 -114.89 596.9 0.62801 -210.78
0.20072 -296.01 -295.7 -318.77 -320.4 -166.81 -177.56 -222.7 -248.46 -93.706 -106.62 553.81 0.60047 -203.42
0.20935 -294.32 -293.99 -314.94 -316.4 -158.1 -168.22 -213.44 -237.82 -84.678 -96.252 503.32 0.57218 -191.66
0.21835 -287.64 -287.26 -305.88 -307.13 -146.77 -156.08 -200.52 -223.07 -74.692 -84.8 449.66 0.54332 -176.87
0.22775 -280.58 -280.08 -296.55 -297.54 -135.53 -143.98 -187.47 -208.16 -65.319 -74.014 400.91 0.51406 -162.32
0.23754 -276.89 -276.4 -290.94 -291.81 -126.16 -133.91 -176.76 -195.95 -57.366 -64.88 361.88 0.4845 -150.22
0.24776 -279.31 -278.81 -291.85 -292.58 -119.61 -126.83 -169.84 -187.89 -51.13 -57.694 333.93 0.4549 -141.59
0.25842 -283.8 -283.25 -294.91 -295.51 -113.77 -120.47 -163.75 -180.77 -45.542 -51.239 310.38 0.42532 -133.86
0.26954 -285.32 -284.72 -294.93 -295.39 -106.68 -112.79 -155.71 -171.49 -39.838 -44.684 285.51 0.39615 -124.77
0.28113 -281.62 -281.01 -289.62 -289.97 -97.783 -103.22 -144.77 -159.05 -33.92 -37.911 257.9 0.3673 -113.68
0.29322 -276.11 -275.46 -282.57 -282.77 -88.688 -93.458 -133.2 -145.96 -28.467 -31.708 231.43 0.33928 -102.5
0.30584 -273.32 -272.71 -278.4 -278.55 -80.856 -85.061 -123.2 -134.66 -23.907 -26.532 209.75 0.31191 -92.916
0.31899 -274.34 -273.74 -278.2 -278.29 -74.446 -78.189 -115.07 -125.48 -20.195 -22.333 192.78 0.28563 -85.08
0.33272 -275.58 -274.93 -278.25 -278.23 -68.27 -71.543 -107.05 -116.39 -16.91 -18.617 177.33 0.26023 -77.558
0.34703 -273.27 -272.72 -274.82 -274.81 -61.575 -64.45 -97.917 -106.26 -13.874 -15.231 161.1 0.23632 -69.618
0.36196 -269.26 -268.7 -269.73 -269.65 -54.92 -57.378 -88.547 -95.847 -11.202 -12.252 145.4 0.21354 -61.764
0.37753 -267.86 -267.35 -267.36 -267.26 -49.252 -51.392 -80.494 -86.959 -9.0569 -9.8789 132.54 0.19223 -55.137
0.39377 -267.93 -267.43 -266.48 -266.36 -44.201 -46.038 -73.191 -78.886 -7.293 -7.9255 121.49 0.17215 -49.236
0.41071 -266.55 -266.08 -264.24 -264.11 -39.31 -40.904 -65.919 -70.937 -5.798 -6.2881 110.76 0.15373 -43.612
0.42837 -263.99 -263.52 -260.88 -260.71 -34.649 -36.015 -58.812 -63.178 -4.5485 -4.922 100.54 0.13667 -38.286
0.4468 -262.39 -261.98 -258.53 -258.39 -30.529 -31.709 -52.423 -56.242 -3.5523 -3.838 91.616 0.12104 -33.615
0.46602 -261.33 -260.94 -256.78 -256.63 -26.853 -27.879 -46.625 -49.969 -2.7594 -2.9785 83.662 0.10684 -29.474
0.48607 -259.47 -259.12 -254.3 -254.15 -23.441 -24.316 -41.13 -44.012 -2.1178 -2.2819 76.171 0.093841 -25.642
0.50697 -257.59 -257.26 -251.84 -251.68 -20.4 -21.16 -36.146 -38.647 -1.6155 -1.7405 69.341 0.082253 -22.258
0.52878 -256.1 -255.77 -249.79 -249.62 -17.723 -18.389 -31.694 -33.87 -1.2262 -1.3221 63.218 0.071896 -19.297
0.55153 -254.14 -253.85 -247.35 -247.2 -15.307 -15.882 -27.61 -29.483 -0.92159 -0.99362 57.549 0.062563 -16.629
0.57525 -252.41 -252.11 -245.15 -244.99 -13.188 -13.681 -23.982 -25.579 -0.68881 -0.74244 52.423 0.054267 -14.294
0.6 -250.63 -250.4 -242.95 -242.84 -11.34 -11.779 -20.774 -22.161 -0.51283 -0.55408 47.755 0.04704 -12.28
