# k, dcdc13, dcdc13_EdS, dcTc13, dcTc13_EdS, dcdx13, dcdx13_EdS, dcTx13, dcTx13_EdS, dxdx13, dxdx13_EdS, PL_cc, TL_x, dcdx13_IR 
0.1845 -854.73 -855.63 -1024.2 -1025.3 -855.98 -855.63 -1022.5 -1025.3 -856.51 -855.63 1493.6 1 -1057.3
0.19244 -888.93 -889.77 -1057.3 -1058.5 -890.1 -889.77 -1055.5 -1058.5 -890.56 -889.77 1417.9 1 -1091.8
0.20072 -916.17 -916.73 -1081.9 -1082.9 -917.18 -916.73 -1080.1 -1082.9 -917.47 -916.73 1333.6 1 -1117.2
0.20935 -928.05 -928.48 -1088.4 -1089.2 -928.93 -928.48 -1086.5 -1089.2 -929.13 -928.48 1233.2 1 -1123.8
0.21835 -925.66 -926.01 -1078.3 -1079 -926.37 -926.01 -1076.5 -1079 -926.42 -926.01 1123 1 -1113.3
0.22775 -919.4 -920.17 -1064.2 -1065.2 -920.04 -920.17 -1062.2 -1065.2 -920.03 -920.17 1019 1 -1099
0.23754 -920.21 -921.01 -1058.3 -1059.4 -920.61 -921.01 -1056.4 -1059.4 -920.39 -921.01 931.46 1 -1093
0.24776 -935.45 -936.11 -1069.2 -1070.1 -935.66 -935.92 -1067.6 -1070.9 -935.25 -935.74 864.85 0.9998 -1103.6
0.25842 -956.24 -956.1 -1086.1 -1086.4 -956.21 -955.64 -1084.4 -1087.1 -955.61 -955.18 806.93 0.99952 -1119.9
0.26954 -967.01 -967.44 -1091.9 -1092.9 -966.68 -966.71 -1090.1 -1093.4 -965.8 -965.97 745.93 0.99924 -1126
0.28113 -961.83 -962.66 -1080.4 -1081.4 -961.18 -961.7 -1078.6 -1081.9 -960.01 -960.73 678.17 0.999 -1113.5
0.29322 -948.82 -949.33 -1059.9 -1060.6 -947.85 -948.12 -1058.1 -1061.1 -946.38 -946.91 611.22 0.99872 -1091.4
0.30584 -940 -940.36 -1044.3 -1045.1 -938.57 -938.82 -1042.4 -1045.4 -936.63 -937.28 553.38 0.99836 -1074.6
0.31899 -939.32 -939.61 -1038.2 -1039 -937.54 -937.63 -1036.3 -1039.1 -935.28 -935.66 505.47 0.9979 -1067.3
0.33272 -936.99 -937.96 -1031 -1032.1 -934.72 -935.5 -1028.9 -1032 -931.96 -933.05 461.29 0.99738 -1059.1
0.34703 -923.52 -924.22 -1010.9 -1012.2 -920.72 -921.31 -1008.6 -1011.9 -917.43 -918.4 415.64 0.99684 -1037.5
0.36196 -901.72 -902.36 -982.87 -983.76 -898.35 -898.98 -980.55 -983.38 -894.48 -895.62 371.12 0.99626 -1007.2
0.37753 -885.62 -885.61 -960.87 -961.29 -881.76 -881.69 -958.49 -960.74 -877.42 -877.79 333.18 0.99558 -982.99
0.39377 -871.76 -871.78 -941.88 -942.29 -867.3 -867.26 -939.43 -941.55 -862.41 -862.76 300.04 0.99481 -962.23
0.41071 -852.91 -853.28 -917.63 -918.58 -847.78 -848.15 -915.07 -917.67 -842.23 -843.05 268.67 0.99399 -936.65
0.42837 -830.66 -831.1 -890.31 -891.22 -824.96 -825.37 -887.7 -890.18 -818.89 -819.68 239.46 0.99311 -907.38
0.4468 -811.58 -812.06 -866.91 -867.55 -805.11 -805.67 -864.24 -866.38 -798.3 -799.32 214.15 0.99212 -881.84
0.46602 -795.66 -795.89 -846.56 -847.21 -788.37 -788.75 -843.68 -845.91 -780.77 -781.67 192.09 0.99103 -859.68
0.48607 -779.5 -779.42 -826.6 -826.82 -771.45 -771.47 -823.68 -825.38 -763.15 -763.6 172.22 0.9898 -837.42
0.50697 -764.68 -764.86 -808.13 -808.69 -755.64 -755.97 -805.02 -807.06 -746.39 -747.19 154.74 0.98838 -817.39
0.52878 -752.55 -752.71 -792.83 -793.31 -742.62 -742.73 -789.5 -791.43 -732.59 -732.89 139.45 0.98674 -800.03
0.55153 -740.13 -740.35 -777.41 -777.9 -729.19 -729.12 -773.89 -775.69 -718.27 -718.06 125.63 0.98483 -782.53
0.57525 -728.27 -728.49 -762.75 -763.18 -715.85 -715.81 -758.94 -760.54 -703.52 -703.35 113.22 0.9826 -765.55
0.6 -715.1 -715.23 -746.77 -747.15 -701.22 -700.96 -742.53 -744.01 -687.54 -686.97 101.84 0.98004 -747.14
