# k, 1ldd, 1ldd_EdS, 1ldT, 1ldT_EdS, PL 
0.04999999999999999 -25.26785285862539 -24.52767444793812 -95.23079096230887 -94.89780575740517 4719.6280636833935
0.05413183669370272 -24.561510628943555 -24.401425962920698 -100.11321244690137 -100.15174592945013 4448.1830669557885
0.05860511487667399 -25.01424139257179 -24.853291491071722 -106.84043094902158 -106.74196456585264 4215.813697137771
0.0634480501583961 -25.5830844616052 -25.104902758413267 -113.92765877016186 -113.42171283449272 3992.9926520693875
0.06869118979416315 -24.987539988874545 -24.359289841970874 -119.36672403582901 -118.77512139389482 3745.768978087982
0.07436760536467557 -20.538733937417515 -20.551025814490185 -119.51225247357225 -119.773036798305 3446.9095915416524
0.08051310137804694 -11.376460941778326 -11.36910295472027 -113.03279534042733 -113.28880786922711 3087.6605489763347
0.0871664411099994 2.907357631205713 2.9410240994354604 -99.59753054426743 -99.58653777855206 2695.4023038809646
0.09436959110675487 18.88204794263511 19.073119093088234 -82.7051421285532 -82.68827072771519 2324.1322879800937
0.10216798589284706 32.5122172476578 32.34781223864342 -68.80564997392048 -69.01081235246524 2025.105623748594
0.11061081455352244 37.84140741871216 38.5660051776438 -65.11885486104492 -64.5115842030502 1823.5848665461976
0.11975133099937425 36.674805032184 36.49169342059526 -70.06513122715336 -70.16750834262108 1690.8828286405883
0.12964718987023333 35.32354137235434 34.95997088395825 -74.99703019594199 -74.97997237149707 1560.2263175353364
0.14036081019705884 44.7749406195602 44.84434240361579 -64.92952429952435 -65.03997889763272 1376.6712227038918
0.15195976911565984 66.19100711858877 66.20890282333939 -39.748270297641675 -39.957576773654296 1159.2827293531004
0.1645172281156334 83.21348218225877 83.17068459958696 -19.405982562517423 -19.237512143241464 982.2627440266383
0.1781123945131221 83.83057358081386 83.48278976200989 -18.075443384749775 -18.181231127778254 876.4644398037677
0.1928310210581735 77.06445749624557 77.44168870124876 -24.853018299973844 -24.5518099233921 796.4615159317354
0.20876594682802005 87.16370067039365 87.80185651457136 -11.354385708220462 -10.95731629597244 684.3426033481234
0.2260176828180121 103.57685645529615 103.96781150604829 9.850602869796454 10.228259856938767 572.5756095898631
0.24469504592387467 102.50102698542312 102.22760592200838 11.45936149911018 11.272507341461996 501.7229248021604
0.2649158453141854 98.46653811053196 99.1271586435603 10.390596110185394 10.8473661531959 440.8285790310055
0.2868076255224339 108.8215338401087 109.2921731671442 25.58497905123556 25.909321017932225 370.33708141759746
0.31050847094578077 108.0944035437331 108.21598117378277 28.589632468171466 28.813727183610474 319.08558405554163
0.3361678768249668 106.721140952003 106.31238873352784 31.00982806862105 30.73298692510801 274.66315995712984
0.36394769219915746 108.68507840745946 109.02642397692385 37.93042835828759 38.146986882439144 232.00359394590154
0.39402314078349554 105.12873507435816 104.97151795477531 38.262123954533365 38.14006607856162 198.9660687877532
0.42658392620864033 104.34406158853807 104.72753332631278 42.121988328510334 42.35554600924657 168.0729977927338
0.461835428593693 100.54979680336785 100.492842537387 42.37574525064761 42.33679116445068 142.95445842749197
0.5 97.58135111073435 98.07431414033404 43.63527966758966 44.050602204983356 120.62218884919382
