# k, 1lcc, 1lcc_EdS, 1lcx, 1lcx_EdS, PL_cc, TL_x 
0.04999999999999999 1.1732731190197474 0.9721445824605013 1.2540664141907085 2.3455874362732287 2923.613733276967 0.9310344827586208
0.05413183669370272 1.9752256192794817 1.7097959849404245 1.9800181274821391 2.8596921276822918 2701.7206304322754 0.9229834135076961
0.05860511487667399 2.2297586750382483 2.031400229819522 2.1430255501707483 2.9437353639106996 2517.087930789854 0.9140791960317498
0.0634480501583961 2.4025057704918398 2.178279360202673 2.144108055153714 2.782354318212004 2346.745311687486 0.9042523165464608
0.06869118979416315 3.0760150707677987 2.7943851296800934 2.553115088018294 2.926507584568694 2165.6525465082827 0.8934325543379831
0.07436760536467557 5.070198107825238 4.961922216777738 3.966162866844629 4.287233522924222 1953.269708714011 0.881550287110004
0.08051310137804694 9.091893146158158 9.04630034088018 7.105434574638588 7.130990929770831 1704.7399031691555 0.8685380924749857
0.0871664411099994 14.796006038839781 14.779439069030225 11.495586453327471 11.178609819044205 1441.2917690152879 0.8543326552826956
0.09436959110675487 20.811568404027646 20.895181508209742 15.913085629717513 15.311038788742414 1201.4177257221404 0.8388769742784513
0.10216798589284706 24.932003730793543 24.9788544989705 18.439178086443253 17.506461060850057 1016.4862378513778 0.8221228400479201
0.11061081455352244 25.412682833898558 25.517148124780853 17.642293937519103 16.55796707166847 898.7113911157949 0.8040335295025379
0.11975133099937425 22.930415653153077 23.093479843903353 14.150053824008232 12.979397802541412 826.985632221819 0.7845866312302374
0.12964718987023333 20.441432694591395 20.796018245605058 10.605103541083428 9.393772118783918 757.6854982811358 0.7637768828078124
0.14036081019705884 22.59817253740804 22.836023656768866 10.588383321462139 9.164216723787959 656.4649150228615 0.7416188686845575
0.15195976911565984 28.800184517329548 29.182624883529115 13.861928933595511 12.197119096194458 536.275938342036 0.7181493996139281
0.1645172281156334 32.71781029809073 33.25526421480997 14.933818179319923 13.271323735174072 441.99242622714615 0.6934293767288457
0.1781123945131221 30.49208789982176 30.945111417264574 10.978493837731502 9.233922333690023 390.4043611163796 0.6675449403312508
0.1928310210581735 26.157892461100804 26.684365942538 5.21208002347447 3.575108904631353 353.7218120023524 0.6406077197463773
0.20876594682802005 28.013010160227175 28.547957014041106 4.411154152671138 2.5866134240435095 298.58690264770826 0.612754038925723
0.2260176828180121 31.731085951055977 32.25391474579955 4.8452672503742775 2.9629761237882475 243.73487146543744 0.5841429928899302
0.24469504592387467 29.300135177672047 29.836849158731763 0.6723796437754732 -1.1686799352066704 211.6753501756604 0.554953389135944
0.2649158453141854 26.557642955261198 27.113972607894663 -3.9978953221496543 -5.552688950495705 184.7907639414543 0.525379638710601
0.2868076255224339 28.603230279997575 29.186120966456297 -4.493828482981821 -6.372049654669553 152.35363683771536 0.49562677367029584
0.31050847094578077 26.846472501931004 27.433924336592323 -8.175641592699993 -9.713027811247024 130.03885246882578 0.4659048493832145
0.3361678768249668 25.168847851565005 25.726720852580502 -11.65729349768831 -12.977118918374742 110.99660780384171 0.436423050246522
0.36394769219915746 25.15845144597495 25.672739719759544 -13.296254955539753 -14.924518442263254 92.5717509164472 0.40738384708374825
0.39402314078349554 23.107980785598194 23.61777616250206 -16.378962904850166 -18.02411572403714 78.85075480118603 0.37897754928135596
0.42658392620864033 22.506309844632604 23.020995754367885 -19.02422771969075 -20.002983890565943 65.93963498160186 0.35137755540876764
0.461835428593693 20.866457912628803 21.28910849361886 -21.34558881545498 -22.4455398357217 55.70007302393951 0.32473653853272205
0.5 19.862558994087276 20.277917229652378 -23.365879390842426 -24.253267710495933 46.62265538148014 0.29918371644479513
