# k, 1ldd, 1ldd_EdS, 1ldT, 1ldT_EdS, PL 
0.04999999999999999 0.25273251772318756 0.19194588510816438 -18.02452960878417 -19.26074194266725 2538.0802223663754
0.05413183669370272 0.7190807319621564 0.593881677271217 -18.516271238499638 -19.77163832425912 2348.450961413199
0.05860511487667399 0.6820374367757712 0.6341478148440783 -19.520893878551195 -20.820304006450264 2193.329958633199
0.0634480501583961 0.661274238356561 0.5903242795768909 -20.614479367090638 -22.020400577839407 2050.408141670133
0.06869118979416315 1.055900476462318 0.9527793926146324 -21.223523069081462 -22.696735511357147 1897.0434095569608
0.07436760536467557 2.349791204446879 2.3582293517484225 -20.49231248740977 -21.910880658517026 1716.3091652465355
0.08051310137804694 5.348773883903709 5.38952985130207 -17.5961159954043 -18.933086652879883 1503.6414652768624
0.0871664411099994 9.538358516705568 9.763898599032744 -12.911175491514674 -13.95263093081233 1276.704702693699
0.09436959110675487 14.2179285124556 14.459729817470473 -7.565559415559307 -8.376515571809295 1068.8621685929493
0.10216798589284706 17.340877108215853 17.74960938898836 -3.7848592387248057 -4.351685235618778 908.3494603108912
0.11061081455352244 17.82293021451993 18.070891069039615 -3.15867171115826 -3.792249681237019 807.0862763799507
0.11975133099937425 15.607115232967697 16.096513775302768 -5.630461911792992 -6.09851035699165 746.2535908404844
0.12964718987023333 13.807260979501311 14.158025548726663 -7.623591276216042 -8.352261697469345 686.965928996537
0.14036081019705884 15.610443455235185 15.98682885690879 -5.519075313553066 -6.0819262023216725 598.2060233829357
0.15195976911565984 20.78704914716989 21.164483775776187 0.6174386348773128 0.3875693968955142 491.16309213244296
0.1645172281156334 24.22796242106226 24.67846698972912 5.110105017706504 5.145919052325687 406.92078914633436
0.1781123945131221 22.618424240102428 22.968931157084867 3.9291854242157274 3.9751351381374853 361.2808493756812
0.1928310210581735 19.101231643833696 19.633680502987488 0.8271558843474159 0.8265383012318009 328.9907131066568
0.20876594682802005 20.98208061953009 21.35072312543005 3.3921994973276335 3.4640437313791987 279.08982132995476
0.2260176828180121 24.30551077725609 24.80024451992147 7.722450497448648 8.19194533640215 228.92994550844793
0.24469504592387467 22.5821363007478 22.995118279414633 6.799154279860153 7.137789444038649 199.77299940615663
0.2649158453141854 20.653146486723134 20.975889520138534 5.483721498964211 5.781016559997645 175.19538633769756
0.2868076255224339 22.613783251152235 22.997349808671554 8.411539445306035 8.900419881135212 145.08118798964549
0.31050847094578077 21.344637341061137 21.74715745670708 7.974868663032011 8.521914396793662 124.35516813140208
0.3361678768249668 20.252651391792757 20.531156613733238 7.651382045400511 8.119808732354306 106.57176520393986
0.36394769219915746 20.502671661210098 20.762069876017115 8.770311642431418 9.288076666209808 89.21995451736497
0.39402314078349554 18.986401572317256 19.22829741259807 8.00589472423828 8.528421873183872 76.26531893289891
0.42658392620864033 18.69126577253005 18.933611088434837 8.485325638785564 9.069391068512788 63.99153507423527
0.461835428593693 17.489625658919252 17.670412378696827 8.034078510461303 8.57165656798769 54.22075635436678
0.5 16.791203337221344 16.945110123307042 8.073878678620371 8.594120538950145 45.51489387838608
