# k, 1ldd, 1ldd_EdS, 1ldT, 1ldT_EdS, PL 
0.04999999999999999 0.8682071626374547 0.4818886413478387 -23.209495233230946 -24.459159453182608 2923.613733276967
0.05413183669370272 1.4879456740183343 1.176781188589411 -23.74951293546363 -24.914977810146066 2701.7206304322754
0.05860511487667399 1.6213516668465913 1.4368091634168045 -24.735608186837702 -25.985539399260578 2517.087930789854
0.0634480501583961 1.9599494280269032 1.5709017764128377 -25.7837646149564 -27.260019870671247 2346.745311687486
0.06869118979416315 2.4651640997661604 2.195760496559065 -26.42875307456857 -27.865659620826786 2165.6525465082827
0.07436760536467557 4.487856913746219 4.240067287746098 -25.063034358232937 -26.5231720303851 1953.269708714011
0.08051310137804694 8.300895045066982 8.300081925953888 -21.084973103978577 -22.39527866901576 1704.7399031691555
0.0871664411099994 13.978521641569149 14.116313000097845 -14.71506790425374 -15.70959297358396 1441.2917690152879
0.09436959110675487 20.181687964590644 20.135686992110955 -7.351278766864607 -8.47021568841739 1201.4177257221404
0.10216798589284706 24.199875073625595 24.279341316545764 -2.4287845444741034 -3.233831082685659 1016.4862378513778
0.11061081455352244 24.526680205266484 24.967349542046925 -1.5002377881818996 -2.155935646138562 898.7113911157949
0.11975133099937425 22.116465791819966 22.33348145107038 -4.1135537107823446 -4.984134602275861 826.985632221819
0.12964718987023333 19.669952630760797 19.943949423267558 -6.711457424374558 -7.61195876658523 757.6854982811358
0.14036081019705884 21.673144130088513 21.962033524700352 -4.077805494073956 -4.849258048099301 656.4649150228615
0.15195976911565984 28.031899709524573 28.32151536634019 3.733340583179867 3.19594645670684 536.275938342036
0.1645172281156334 32.098304343253275 32.377255560323384 9.231631915325217 8.92973725252191 441.99242622714615
0.1781123945131221 29.622750516864553 30.187657902251022 7.634281255247155 7.514134326756 390.4043611163796
0.1928310210581735 25.387025122998953 25.803948586120494 3.8898577642221555 3.536646858293749 353.7218120023524
0.20876594682802005 27.04519046773972 27.71532542073149 6.705304488715638 6.677981676817202 298.58690264770826
0.2260176828180121 30.90833321715455 31.410700320957748 11.87989077598779 12.010320201565467 243.73487146543744
0.24469504592387467 28.491221616783125 28.98412002797678 10.442690039548035 10.60251090655466 211.6753501756604
0.2649158453141854 25.825193429365303 26.314688582747475 8.63772186500389 8.821742612217664 184.7907639414543
0.2868076255224339 27.805940431849667 28.40829406224309 11.859163184629189 12.284832549376294 152.35363683771536
0.31050847094578077 25.996164627346097 26.619772101034865 11.172245074297052 11.593990682973109 130.03885246882578
0.3361678768249668 24.262533254078146 24.899783847018288 10.40080869935377 10.899761929347111 110.99660780384171
0.36394769219915746 24.376243368879127 24.93800578075409 11.489251053473133 12.063716606636907 92.5717509164472
0.39402314078349554 22.24720810952847 22.81949756107106 10.288468552622403 10.907789783102983 78.85075480118603
0.42658392620864033 21.794557606038282 22.254540037100004 10.77275098285729 11.33124642926715 65.93963498160186
0.461835428593693 20.100956779117308 20.506412529218487 9.944355584245585 10.492697619440811 55.70007302393951
0.5 19.05887758383975 19.54860299582285 9.783224851494467 10.411398001448637 46.62265538148014
