# k, 1lcc, 1lcc_EdS, 1lcx, 1lcx_EdS, PL_cc, PL_cx 
0.2981811658297321 28.630551737265215 30.355668724216617 -6.050821484952498 -7.6177464367802274 141.71207120578714 68.17089811246646
0.3125275962636985 26.84239947286648 28.34913769960232 -6.562976962369034 -10.32134390555138 130.24832655236983 60.36832481314389
0.3275642784297753 25.557366980809796 26.939295508831858 -9.64674358041595 -12.601540532564657 119.04441299766496 53.09508681247785
0.34332442250214995 25.52181874682944 26.9907588085531 -9.659410388722087 -13.757410745764037 106.90692999703461 45.82753238015102
0.3598428365005759 25.574625723885703 26.98667094899846 -10.469955700305402 -14.855158732481893 95.92106930685468 39.47131197860567
0.3771560031677308 24.603872727493783 25.672396930988597 -14.027193929254198 -16.828536559368484 87.17309470306918 34.39335210044934
0.3953021605453848 23.567358069495068 24.54450557467604 -14.749415966881882 -18.641328445389313 79.09388533854478 29.8843689685196
0.41432138642734206 23.222666376840465 24.16243469610289 -18.054255248037745 -19.78808122812564 71.08493961876334 25.690985440725417
0.4342556868756762 22.452801457285908 23.420680246958312 -15.760129475921246 -21.15118488853487 64.11092974842282 22.13804687182563
0.4551490889957608 21.542949082278206 22.357718363912305 -20.996668046035172 -22.624586755181454 57.97777256936794 19.10667339152987
0.47704773817499685 20.72454554920027 21.63839408171376 -24.694630509035697 -23.84533704241261 52.24552311826878 16.413918447333938
0.5 20.301117227120436 20.977232921444322 -24.29614054402227 -24.905932433403127 46.98633112926179 14.057545169358312
