# k, 1lcc, 1lcc_EdS, 1lcx, 1lcx_EdS, PL_cc, PL_cx 
0.04999999999999999 -0.667179231190776 1.0665456472679078 1.4626312440112124 2.498940858152764 2998.8968716536383 2792.0763977464912
0.05240565670773428 -0.44846456741696494 1.5390583118674808 1.6082119796879442 2.838710420568817 2860.13301303274 2649.537754604391
0.05492705709937791 0.44217246146666256 1.8849001451735448 2.3608995829277584 3.0479902910636967 2737.8078299381987 2522.6543067607627
0.05756976996632237 0.23001671191740397 2.0200369034855488 2.143192349846058 3.0412243467092352 2625.509866052228 2405.376427802853
0.06033963203196644 0.6393740174001179 2.1443707600965145 2.417035305584545 2.993057630109488 2520.9374568535377 2295.515866207352
0.06324276084276478 0.632029865543975 2.279075189021944 2.2311471611422995 2.9253914812196404 2417.2626841244705 2186.8307677700545
0.06628556827950542 0.946592677105458 2.6180720836934626 2.3216248063841443 2.9990973983668447 2309.961237584626 2075.3100822507413
0.06947477471865686 2.0508461764289136 3.2412682741451393 3.2008903580173858 3.2725197155700165 2194.165743072797 1956.7608350873356
0.07281742387506217 2.9115115956001887 4.484098577032349 3.7758258207988633 4.038862229969487 2066.024207548503 1828.0391531544642
0.07632089835876166 4.6848439121469125 6.369633740710479 5.0160261228509375 5.295716656174669 1924.8411343226041 1688.9111025187817
0.0799929359803029 7.530700079950086 9.098567809927397 7.174627316631731 7.210166315269151 1771.9159448063742 1540.9364584944078
0.0838416468405504 11.084504845972788 12.417969599245607 9.720353657779688 9.561570047771198 1612.2071416856688 1388.824999775344
0.08787553124273959 14.423157599890667 16.30197369555598 12.235483043417414 12.298466170782302 1452.843413304219 1239.0047875305825
0.09210349846633581 18.165010212827514 20.158025953873615 15.042402115983435 14.930468015814418 1303.570014330705 1099.8796116170986
0.09653488644416246 21.432978669061015 23.677206056724287 17.194920621315188 17.19673565768519 1169.998959900307 976.0417027218253
0.10117948238625782 24.603496134146692 26.10834236795969 18.90768682730105 18.45290209375189 1062.0641018103624 875.4015437747204
0.1060475443960095 25.790438011837647 27.287478727148336 19.467263348620705 18.61019224543541 976.253891237034 794.4753626165067
0.11114982412630971 24.946390534420164 26.99605475864505 18.165147917229717 17.453830393317112 915.4525819851516 735.0004559145996
0.11649759052576858 24.244039077212815 25.640767368708786 16.337702445816184 15.393183583590233 869.3228402873432 688.0586224812898
0.12210265472743254 22.28825908968686 23.710980366493935 14.250407301864453 12.79738552890703 830.3819223590813 647.3791750973311
0.12797739613497677 20.344309832483027 22.209317179843783 11.111986746777724 10.505251660457343 788.2369208141135 604.7882807767803
0.13413478976398627 20.457006288876375 22.29534414434199 11.322709476599417 9.445001429631665 734.8148762230124 554.376726804501
0.1405884348987115 22.622008428454013 24.360260365570404 11.132525605244002 9.926291430543266 668.5690043293116 495.5118186622001
0.1473525851275905 26.267868067246926 28.06846910172501 13.232089009682678 11.630791034120357 595.1429930888149 432.90828774817606
0.154442179823874 30.078174207831548 32.078066977542484 15.26792431976533 13.551497646352331 524.8454300231537 374.32166492710854
0.16187287714088217 32.1968011872222 34.85942455811224 15.137893110881098 14.424373401352529 466.1436448084762 325.6349126293172
0.16966108859476636 32.78030446015465 34.88562403496761 14.825953910259985 13.084049518023718 426.162932602863 291.293104714533
0.1778240153111564 30.45112865867579 32.8003233827421 12.016210693898959 10.053685033059041 398.8468433176407 266.4632501467926
0.18637968601574698 27.3926188402522 29.57605688740184 7.853027172948509 6.175372111678512 377.7827157358175 246.4174501936893
0.1953469968527308 25.264922566013293 27.872329977175433 4.5143338370147585 3.379967360708178 352.8103821964989 224.42932704794535
0.20474575311902118 26.779045682315605 28.977292428064597 5.426226983368677 2.707981099662764 319.2750382711897 197.8393645055161
0.21459671300643882 29.3529395460603 31.81878624196658 4.537505964210254 3.397383871280545 282.36195610102175 170.23738997155277
0.2249216334484722 31.506803801275915 33.90633483229584 5.107654774328882 3.49558989047419 250.46122847584422 146.74854489017218
0.23574331817286964 30.668018075941784 33.30540378162788 2.4845415381477043 1.6075077903300017 227.8629092636301 129.5889717672867
0.2470856680661917 28.10568970480597 30.76599083572485 -0.15563003449886012 -1.7189911383982759 211.9344173703541 116.84976762029505
0.2589737339615605 26.602622794191277 28.636930225026457 -1.9554860536473821 -4.720062786541648 196.30301098724246 104.79767155701413
0.2714337719661929 26.721632081506637 28.956136469385093 -4.197202810986553 -5.9337319184455035 177.28066970148063 91.52663694505544
0.2844933014509148 27.9487616631847 30.286485726086948 -5.140205433177783 -6.33811744526119 157.63572018490035 78.6074023696001
